step,arc,vx,accept_0,accept_1,accept_2,accept_mean,dS_p10_0,dS_p10_1,dS_p10_2,dS_p10_mean,dS_p50_0,dS_p50_1,dS_p50_2,dS_p50_mean,d_cost_0,d_cost_1,d_cost_2,d_cost_mean,ess_final,ess_post_0,ess_post_1,ess_post_2,ess_post_mean,ess_pre_0,ess_pre_1,ess_pre_2,ess_pre_mean,evolve_attract_ess_0,evolve_attract_ess_1,evolve_attract_ess_2,evolve_attract_ess_mean,sigma_S_0,sigma_S_1,sigma_S_2,sigma_S_mean,sigma_S_bulk_0,sigma_S_bulk_1,sigma_S_bulk_2,sigma_S_bulk_mean,unique_anc0,w_max
171,4435.84,-19.9484,0.592,0.658,0.794,0.681333,694.691,6.78711e+07,5.18177e+07,3.98965e+07,1898.65,2.51741e+08,2.89101e+08,1.80281e+08,-5.22033e+07,-2.18408e+07,-1.79216e+07,-3.06552e+07,1,378.721,118.099,1,165.94,14.7902,6.66109,1,7.48376,40.9188,1,1,14.3063,8.83288e+07,1.70224e+08,8.49146e+08,3.69233e+08,481.887,7.88467e+07,5.53731e+07,4.47401e+07,5,1
172,4433.93,-20.0884,0.56,0.592,0.758,0.636667,1320.58,1.26946e+08,6.80569e+08,2.69172e+08,2537.2,4.9854e+08,1.75039e+09,7.49644e+08,-4.62548e+07,-1.46151e+07,-3.1106e+07,-3.06586e+07,1,199.193,118,1,106.064,1.9635,6.23722,1,3.06691,37.9496,2.36758,1,13.7724,4.39332e+07,1.52709e+08,7.90661e+08,3.29101e+08,538.009,1.61556e+08,5.85827e+08,2.49128e+08,5,1
173,4433.93,-20.0476,0.526,0.676,0.796,0.666,1390.38,4.12142e+08,3.39858e+08,2.50667e+08,3719.12,6.02106e+08,3.75765e+08,3.25958e+08,-4.54759e+07,-1.68665e+07,-3.55037e+07,-3.26154e+07,1,169.355,25,1,65.1182,1.67912,12.1014,1,4.92684,23.6098,1.19927,1,8.60303,5.51504e+07,2.82253e+08,4.09672e+08,2.49025e+08,792.685,1.78237e+08,7.09286e+07,8.30556e+07,5,1
174,4432.02,-20.2251,0.532,0.54,0.728,0.6,1707.14,1.22398e+08,3.66677e+08,1.63026e+08,4.06974e+06,5.89194e+08,4.18438e+08,3.37234e+08,-5.59919e+07,-1.07765e+07,-1.82197e+07,-2.83294e+07,1,236.212,119,1,118.737,2.4911,1,1,1.49703,19.0424,1,1,7.01412,6.84128e+07,2.95544e+08,4.77705e+08,2.80554e+08,655168,1.7399e+08,1.14286e+08,9.63107e+07,5,1
175,4432.02,-20.3906,0.512,0.62,0.762,0.631333,1546.91,7.49303e+07,3.95699e+07,3.81672e+07,5.22845e+06,4.60031e+08,2.1024e+08,2.25167e+08,-6.1343e+07,-1.33133e+07,-1.89582e+07,-3.12049e+07,1,318.851,208.231,1,176.027,3.08585,2.15488,1,2.08024,20.8665,1.2,1,7.68885,7.71406e+07,2.47004e+08,4.50428e+08,2.58191e+08,1.09822e+06,1.6151e+08,7.48145e+07,7.91408e+07,5,1
176,4430.11,-20.5642,0.526,0.572,0.806,0.634667,1379.36,2.4761e+08,3.52134e+07,9.42749e+07,4.82394e+06,3.22561e+08,1.78728e+08,1.68704e+08,-7.0181e+07,-1.39872e+07,-1.57643e+07,-3.33109e+07,1,172.07,119,1,97.3568,2.2953,1,1,1.43177,18.4926,1,1,6.83086,8.41811e+07,2.43817e+08,1.95037e+08,1.74345e+08,906411,7.00843e+07,6.41723e+07,4.50543e+07,5,1
177,4430.11,-20.4331,0.532,0.486,0.836,0.618,1383.47,4.19412e+08,6.89904e+06,1.42104e+08,2.47261e+07,6.13751e+08,2.60638e+08,2.99705e+08,-7.53544e+07,-1.06486e+07,-3.48449e+07,-4.02826e+07,1,318.476,133.99,1,151.155,5.40753,1.06484,1,2.49079,12.5514,1.36828,1,4.97324,9.4614e+07,2.52887e+08,4.98776e+08,2.82092e+08,6.36086e+06,1.46135e+08,7.02714e+07,7.42558e+07,6,1
178,4428.19,-20.2646,0.53,0.528,0.744,0.600667,1049.02,1.30591e+07,3.12811e+08,1.08624e+08,3.0452e+07,3.8313e+08,3.90659e+08,2.6808e+08,-7.24229e+07,-9.98799e+06,-1.9741e+07,-3.40506e+07,1,373.697,119.02,1,164.572,8.97805,12.533,1,7.50369,15.9723,10.1086,1,9.02696,9.10433e+07,2.5324e+08,4.07306e+08,2.5053e+08,7.69959e+06,1.31884e+08,9.97623e+07,7.97821e+07,5,1
179,4426.28,-20.3016,0.454,0.552,0.806,0.604,1368.25,4.79373e+07,3.87421e+07,2.88936e+07,1.94556e+07,2.06331e+08,2.97088e+08,1.74291e+08,-7.34807e+07,-9.80111e+06,-2.49928e+07,-3.60915e+07,1,195.73,118,1,104.91,2.10039,1.97346,1,1.69128,15.1278,1.19995,1,5.77591,1.04591e+08,2.54341e+08,1.14101e+08,1.57677e+08,5.26026e+06,6.33052e+07,1.00735e+08,5.64335e+07,5,1
180,4426.28,-20.4729,0.52,0.546,0.68,0.582,1647.02,187.563,968976,323604,3.05961e+07,4.95469e+08,4.59141e+08,3.28402e+08,-8.34586e+07,-1.15225e+07,-1.83992e+07,-3.77934e+07,1,142.056,119,1,87.352,2.35567,75.1663,1,26.174,16.4014,19.8719,1,12.4244,1.09138e+08,3.05947e+08,4.15211e+08,2.76765e+08,7.74104e+06,1.74044e+08,9.97002e+07,9.38283e+07,5,1
181,4424.36,-20.6437,0.538,0.548,0.764,0.616667,1557.59,1.48064e+08,4.24299e+07,6.34983e+07,4.03567e+07,2.86477e+08,3.86737e+08,2.37857e+08,-9.87376e+07,-1.44675e+07,-3.97667e+07,-5.09906e+07,1,187.431,119,1,102.477,1.92148,1,1,1.30716,12.8461,1,1,4.94868,1.1872e+08,2.29454e+08,6.39521e+08,3.29232e+08,1.05014e+07,6.59924e+07,1.5484e+08,7.71113e+07,5,1
182,4424.36,-20.701,0.514,0.632,0.86,0.668667,1599.96,855463,1.7046e+07,5.9677e+06,5.57819e+07,5.27569e+07,6.40236e+08,2.49592e+08,-9.29241e+07,-1.85307e+07,-4.26881e+07,-5.1381e+07,1,135.621,119.405,1,85.342,1.27571,1.38193,1,1.21922,13.8911,2.78383,1,5.89164,1.61127e+08,1.5751e+08,6.72396e+08,3.30344e+08,1.59465e+07,1.7563e+07,1.82164e+08,7.18911e+07,6,1
183,4422.44,-20.8612,0.546,0.612,0.782,0.646667,1130.93,749413,1.59345e+07,5.56167e+06,3.12346e+07,1.64239e+08,8.33247e+08,3.42907e+08,-9.65369e+07,-1.58371e+07,-3.90591e+07,-5.04777e+07,1,351.408,119.028,1,157.145,4.73336,5.25388,1,3.66241,15.0986,2.36579,1,6.15478,1.49758e+08,2.31292e+08,6.75254e+08,3.52101e+08,7.49066e+06,4.43813e+07,3.40128e+08,1.30667e+08,6,1
184,4422.44,-21.0369,0.566,0.496,0.794,0.618667,1237.36,1.12665e+08,35101,3.7567e+07,1.95628e+07,2.84869e+08,1.56454e+08,1.53629e+08,-8.97514e+07,-1.54834e+07,-1.5608e+07,-4.02809e+07,1,328.538,124.203,1,151.247,4.71033,1.01175,1,2.24069,15.8171,5.41723,1.24337,7.49258,1.14876e+08,2.27263e+08,1.85238e+08,1.75792e+08,4.38681e+06,8.60255e+07,3.76145e+07,4.26756e+07,5,1
185,4420.53,-21.2178,0.534,0.626,0.742,0.634,1610.89,1.46161e+06,5.16935e+06,2.21086e+06,5.11855e+06,1.12027e+08,3.39599e+08,1.52248e+08,-5.57305e+07,-2.09306e+07,-1.99195e+07,-3.21935e+07,12.689,155.38,128.692,12.689,98.9201,1.3223,15.1673,12.689,9.72621,21.0312,2.15309,3.19626,8.7935,1.2272e+08,2.19606e+08,2.41198e+08,1.94508e+08,915220,4.2692e+07,1.36652e+08,6.00863e+07,7,0.0962388
186,4420.53,-21.2998,0.528,0.554,0.646,0.576,819.223,577.043,5011.16,2135.81,1.11486e+07,4.01888e+08,1.88083e+07,1.43948e+08,-6.85729e+07,-2.05037e+07,-1.71385e+07,-3.5405e+07,3.08546,328.913,143.492,3.08546,158.497,12.417,26.356,3.18778,13.9869,19.6326,11.4809,8.84452,13.3193,8.77541e+07,2.33314e+08,4.75066e+08,2.65378e+08,2.1811e+06,1.37574e+08,6.73071e+06,4.88286e+07,11,0.434753
187,4418.62,-21.4563,0.498,0.496,0.786,0.593333,742.869,1.45403e+07,2477.37,4.84785e+06,1.17015e+07,5.35357e+08,2.11242e+08,2.52767e+08,-6.98219e+07,-1.34798e+07,-3.39166e+07,-3.90728e+07,17.4183,408.505,119.355,17.4183,181.759,12.8381,3.72404,17.4183,11.3268,18.4081,4.86684,6.14528,9.80675,1.03084e+08,2.03315e+08,3.79801e+08,2.28734e+08,2.58267e+06,2.12656e+08,3.04854e+07,8.1908e+07,7,0.101761
188,4418.62,-21.5508,0.5,0.582,0.756,0.612667,965.846,5.50769e+06,3.0276e+07,1.19282e+07,1.06649e+07,1.0845e+08,5.14202e+08,2.11106e+08,-6.65037e+07,-1.90809e+07,-4.46427e+07,-4.34091e+07,1,334.301,120.21,1,151.837,6.74647,1.14221,1,2.96289,21.4333,5.03344,1,9.15559,8.68672e+07,1.96082e+08,3.73448e+08,2.18799e+08,1.97511e+06,3.33502e+07,1.18838e+08,5.13877e+07,7,1
189,4416.7,-21.7373,0.464,0.516,0.742,0.574,1043.52,2994.16,1.28299e+08,4.27678e+07,6.55544e+06,2.20871e+08,4.63946e+08,2.30458e+08,-5.9308e+07,-1.05195e+07,-5.45291e+07,-4.14522e+07,1,221.374,151.098,1,124.49,3.68281,3.2691,1,2.65064,23.6944,7.72316,1,10.8059,8.3615e+07,2.60255e+08,3.93462e+08,2.45778e+08,1.23357e+06,7.64977e+07,9.04819e+07,5.60711e+07,7,1
190,4414.79,-21.9221,0.474,0.53,0.696,0.566667,962.885,1007.62,1.20614e+06,402703,2.67084e+06,4.50192e+08,5.05287e+08,3.19383e+08,-5.15219e+07,-1.03863e+07,-3.55207e+07,-3.24763e+07,17.0122,366.914,146.379,17.0122,176.768,9.04102,3.8592,17.0122,9.97081,23.1691,7.36735,1.9981,10.8448,7.7007e+07,2.63593e+08,4.09232e+08,2.49944e+08,439937,1.58231e+08,1.16264e+08,9.16449e+07,7,0.169507
191,4414.79,-22.1061,0.5,0.426,0.692,0.539333,1076.57,240.055,712.617,676.414,938923,2.05583e+08,6.02986e+08,2.69836e+08,-5.04119e+07,-6.70623e+06,-3.9928e+07,-3.23487e+07,30.7443,333.755,119,30.7443,161.167,6.99508,79.2799,30.7443,39.0064,24.3451,22.997,20.465,22.6023,8.81927e+07,3.0035e+08,4.1924e+08,2.69261e+08,107856,4.72226e+07,2.63299e+08,1.03543e+08,5,0.051568
192,4412.88,-22.2868,0.496,0.58,0.63,0.568667,645.548,658.076,1.54458e+07,5.14902e+06,1948.82,9.6529e+06,5.71557e+08,1.93737e+08,-3.00821e+07,-9.75812e+06,-2.86704e+07,-2.28369e+07,1,473.45,281.674,1,252.041,17.5768,13.7405,1,10.7725,33.9038,16.5372,1,17.147,4.48396e+07,2.10811e+08,6.40267e+08,2.98639e+08,454.428,2.75045e+06,1.20919e+08,4.12232e+07,12,1
193,4412.88,-22.4299,0.536,0.526,0.728,0.596667,974.92,161193,5.15687e+07,1.72436e+07,2441.45,6.11945e+07,1.43061e+08,6.8086e+07,-4.57757e+07,-1.41874e+07,-4.19044e+07,-3.39558e+07,1,198.056,124.737,1,107.931,3.46294,3.66334,1,2.70876,28.5719,6.59514,1,12.0557,1.15775e+08,2.891e+08,4.86771e+08,2.97215e+08,481.733,2.15682e+07,3.77999e+07,1.97895e+07,7,1
194,4410.96,-22.5756,0.502,0.566,0.702,0.59,805.099,712.607,2.12565e+08,7.08556e+07,4.19112e+06,8.84602e+07,1.22286e+09,4.38504e+08,-6.57402e+07,-1.70932e+07,-2.98626e+07,-3.75653e+07,1,275.83,121.375,1,132.735,12.2878,22.9521,1,12.08,23.1311,13.4035,1,12.5116,9.87696e+07,3.21047e+08,5.1132e+08,3.10379e+08,600250,2.61322e+07,4.04554e+08,1.43762e+08,8,1
195,4410.96,-22.7561,0.522,0.54,0.758,0.606667,755.794,1781.79,9.8743e+06,3.29228e+06,1.83992e+07,7.01475e+07,1.4152e+09,5.01248e+08,-7.86472e+07,-1.11958e+07,-2.29061e+07,-3.7583e+07,1,322.677,323.051,1,215.576,13.0692,10.4369,1,8.16869,20.3645,28.2434,1,16.536,1.31186e+08,2.19413e+08,8.24353e+08,3.91651e+08,4.16995e+06,1.83174e+07,6.16141e+08,2.12876e+08,6,1
196,4409.05,-22.9188,0.51,0.622,0.632,0.588,1035.44,1109.92,2.99923e+08,9.99749e+07,4.142e+06,1.05795e+08,1.69586e+09,6.01931e+08,-7.21985e+07,-1.07834e+07,-2.3196e+07,-3.53926e+07,1,314.194,213.004,1,176.066,5.34432,11.406,1,5.91678,20.7036,27.3609,1,16.3548,1.2157e+08,1.07898e+08,8.72529e+08,3.67333e+08,599808,3.65047e+07,5.99638e+08,2.12248e+08,7,1
197,4407.14,-22.8863,0.5,0.61,0.71,0.606667,770.633,5.71293e+06,1.3296e+07,6.33657e+06,2278.97,1.12309e+08,3.10858e+08,1.41056e+08,-5.06909e+07,-1.38026e+07,-3.48256e+07,-3.31064e+07,1,447.359,153.699,1,200.686,10.7451,2.78107,1,4.84204,32.8047,2.37675,1,12.0605,9.01509e+07,1.70705e+08,4.9974e+08,2.53532e+08,535.137,3.3209e+07,1.09704e+08,4.7638e+07,6,1
198,4407.14,-23.0682,0.54,0.53,0.692,0.587333,786.426,2.57451e+07,1.21696e+07,1.26385e+07,1828.18,2.46614e+08,2.03808e+09,7.61565e+08,-3.79782e+07,-1.55702e+07,-2.12484e+07,-2.49323e+07,1,430.444,220.942,1,217.462,9.41789,2.07418,1,4.16402,38.9329,1.18889,1,13.7073,5.59041e+07,2.2937e+08,9.10944e+08,3.98739e+08,427.864,8.47582e+07,6.8331e+08,2.56023e+08,6,1
199,4405.22,-23.077,0.546,0.628,0.72,0.631333,695.247,6.67208e+07,8.86381e+06,2.51951e+07,1708.49,2.16377e+08,3.65512e+08,1.93964e+08,-3.7338e+07,-1.65034e+07,-3.21939e+07,-2.86784e+07,1,358.287,119,1,159.429,12.7915,1.47079,1,5.08741,41.1073,1.09937,1,14.4022,5.87364e+07,1.41944e+08,8.60313e+08,3.53664e+08,398.238,6.43751e+07,1.11944e+08,5.87732e+07,5,1
200,4405.22,-23.0793,0.532,0.506,0.62,0.552667,745.162,3.12238e+07,6.02217e+06,1.24156e+07,1810.12,1.99759e+08,5.46417e+07,8.48008e+07,-4.25334e+07,-2.002e+07,-1.39561e+07,-2.55032e+07,1,312.367,228.772,1,180.713,9.44041,2.18023,1,4.20688,34.4706,1.76593,1.00175,12.4128,6.32284e+07,1.15532e+08,6.4674e+08,2.75167e+08,413.488,6.32617e+07,1.17433e+07,2.50018e+07,7,1
201,4403.31,-23.0722,0.53,0.606,0.674,0.603333,813.54,3.57941e+07,2846.96,1.19326e+07,2272.22,2.45865e+08,6.05686e+07,1.02145e+08,-5.24058e+07,-1.58233e+07,-2.09709e+07,-2.97333e+07,5.07986,372.58,119,5.07986,165.553,14.9944,21.7874,5.07986,13.9539,31.3323,6.69005,8.14427,15.3889,8.31811e+07,1.63893e+08,9.9028e+08,4.12451e+08,574.93,8.93205e+07,2.07176e+07,3.66796e+07,5,0.287803
202,4401.4,-23.2313,0.488,0.624,0.698,0.603333,564.691,1.68141e+08,61263.7,5.60677e+07,1816.29,3.64474e+08,1.41111e+08,1.68529e+08,-5.25703e+07,-1.73354e+07,-2.37794e+07,-3.12283e+07,4.25033,383.265,122.513,4.25033,170.01,21.7104,8.60604,4.25033,11.5222,34.8621,2.38562,7.27153,14.8398,7.98594e+07,1.3676e+08,2.5897e+08,1.5853e+08,455.378,1.12472e+08,3.44638e+07,4.89789e+07,5,0.432527
203,4401.4,-23.4066,0.53,0.62,0.79,0.646667,715.974,1.60493e+08,3.26261e+06,5.45854e+07,1786.85,5.7486e+08,1.24653e+08,2.33172e+08,-5.09351e+07,-1.67659e+07,-5.75697e+07,-4.17569e+07,1,344.732,119,1,154.911,13.6049,1,1,5.20163,35.1602,1,1,12.3867,1.25652e+08,2.45312e+08,2.19899e+08,1.96954e+08,393.262,2.03965e+08,2.86226e+07,7.75294e+07,5,1
204,4399.49,-23.5518,0.52,0.594,0.796,0.636667,666.841,3.33774e+08,1.07825e+08,1.472e+08,2807.46,8.59437e+08,1.90644e+08,3.50028e+08,-7.41112e+07,-2.25232e+07,-7.30933e+07,-5.65759e+07,1,454.71,118,1,191.237,19.2363,2.16069,1,7.46566,28.7423,1.19877,1,10.3137,9.75398e+07,2.98218e+08,3.27888e+08,2.41215e+08,570.09,2.62619e+08,4.00616e+07,1.00894e+08,5,1
205,4397.58,-23.6652,0.544,0.654,0.738,0.645333,635.148,2.26579e+08,3.85556e+07,8.83783e+07,1917.85,9.04383e+08,1.11323e+08,3.3857e+08,-6.98947e+07,-3.08831e+07,-7.20084e+07,-5.75954e+07,1,349.776,119,1,156.592,14.0913,1,1,5.36378,29.8123,1,1,10.6041,1.00425e+08,3.49927e+08,3.08525e+08,2.52959e+08,400.87,2.86481e+08,2.75163e+07,1.04666e+08,5,1
206,4397.58,-23.7992,0.524,0.582,0.686,0.597333,913.07,2.05707e+08,4.05265e+06,6.99203e+07,2024.89,8.96615e+08,1.15788e+08,3.37468e+08,-6.68193e+07,-2.12638e+07,-2.25243e+07,-3.68691e+07,1,45.6735,118,1,54.8912,2.51471,1,1,1.5049,30.2903,1,1,10.7634,1.02753e+08,4.34475e+08,3.66544e+08,3.01257e+08,344.275,2.70429e+08,2.50375e+07,9.8489e+07,5,1
207,4395.67,-23.6782,0.518,0.568,0.74,0.608667,522.53,1.41424e+08,1.12286e+07,5.08844e+07,1495.61,8.34027e+08,2.66716e+07,2.869e+08,-5.74482e+07,-2.04189e+07,-3.06916e+07,-3.61862e+07,1,428.086,119,1,182.695,26.6325,5.24773,1,10.9601,32.858,1.39692,1.00016,11.7517,8.08905e+07,5.05066e+08,1.52681e+08,2.46213e+08,338.304,2.16843e+08,7.36051e+06,7.47346e+07,6,1
208,4395.67,-23.8573,0.5,0.588,0.718,0.602,506.613,9.06636e+07,1950.71,3.0222e+07,1144.76,6.92879e+08,1.61652e+08,2.84844e+08,-3.97073e+07,-2.87432e+07,-2.30897e+07,-3.05134e+07,1.00082,464.111,120.095,1.00082,195.069,28.418,3.0305,1.00082,10.8165,47.8037,1.52449,6.63752,18.6552,8.2528e+07,4.87828e+08,1.16501e+08,2.28952e+08,241.143,2.06822e+08,6.9363e+07,9.20617e+07,6,0.999593
209,4393.75,-23.6756,0.522,0.568,0.71,0.6,471.403,6.31201e+07,1.01164e+07,2.44123e+07,933.32,8.34467e+08,1.62978e+08,3.32482e+08,-2.07352e+07,-3.27952e+07,-1.69648e+07,-2.34984e+07,5.32865,438.602,119.037,5.32865,187.656,43.4586,1.13321,5.32865,16.6401,57.4862,1.97913,1.19997,20.2218,8.49773e+07,5.09205e+08,3.83669e+08,3.2595e+08,189.229,2.52678e+08,5.10482e+07,1.01242e+08,6,0.268181
210,4391.83,-23.8164,0.588,0.512,0.56,0.553333,299.996,5093.94,1172.95,2188.96,830.767,3.18426e+08,1.77991e+06,1.06735e+08,-3.1869e+07,-1.30519e+07,-5.05488e+06,-1.66586e+07,1.34176,461.617,25,1.34176,162.653,77.2792,8.76831,2.03402,29.3605,46.4999,9.7651,14.7389,23.668,3.93038e+07,5.54567e+08,1.7156e+08,2.55144e+08,198.216,8.46162e+07,656728,2.84244e+07,9,0.85548
211,4391.83,-23.9658,0.528,0.63,0.694,0.617333,430.315,4.09458e+07,409.203,1.36489e+07,1020.82,7.6217e+08,1.1263e+07,2.57811e+08,-3.58799e+07,-2.68548e+07,-1.55597e+07,-2.60982e+07,31.6874,373.941,120.695,31.6874,175.441,40.9391,1.17771,31.6874,24.6014,40.1735,2.19567,8.70351,17.0242,8.31451e+07,6.09662e+08,1.00619e+08,2.64475e+08,211.224,1.67709e+08,3.82366e+06,5.71777e+07,8,0.0817833
212,4389.92,-24.0787,0.522,0.572,0.652,0.582,546.638,891787,761.078,297698,1188.83,4.47037e+08,1.0582e+07,1.5254e+08,-3.74509e+07,-1.62345e+07,-1.80589e+07,-2.39148e+07,8.11667,361.223,119.556,8.11667,162.965,24.9563,1.23202,8.19059,11.4596,42.7692,5.36036,37.0147,28.3814,4.44484e+07,6.43502e+08,2.11917e+08,2.99956e+08,234.519,1.31883e+08,2.27427e+06,4.4719e+07,10,0.307217
213,4388.01,-24.2379,0.518,0.554,0.524,0.532,459.313,7.30089e+06,472855,2.5914e+06,1460.68,7.9937e+08,2.08636e+08,3.36002e+08,-3.30943e+07,-2.34821e+07,-8.03919e+06,-2.15385e+07,1.00066,396.563,136.061,1.00066,177.875,30.6139,1.39582,1.00067,11.0035,31.931,2.52355,3.17592,12.5435,1.50375e+08,6.40359e+08,5.84188e+08,4.58307e+08,329.042,1.90201e+08,3.8598e+07,7.62664e+07,5,0.999672
214,4388.01,-24.4139,0.51,0.612,0.724,0.615333,571.593,1.2828e+07,4940.67,4.27783e+06,2180.32,4.07495e+08,5.63184e+06,1.3771e+08,-3.30797e+07,-2.74567e+07,-1.38758e+07,-2.48041e+07,1.01663,363.65,127.219,1.01663,163.962,21.5136,4.22058,1.01663,8.91695,28.5244,1.69141,19.2749,16.4969,1.41891e+08,6.46938e+08,5.58396e+08,4.49075e+08,440.434,1.29613e+08,715286,4.3443e+07,5,0.99176
215,4386.1,-24.5522,0.542,0.534,0.646,0.574,883.186,576025,1624.93,192844,2022,1.25285e+08,8.45434e+07,6.99435e+07,-4.59104e+07,-1.51318e+07,-1.6647e+07,-2.58964e+07,2.86855,62.5292,169.043,2.86855,78.1471,2.52777,1.2356,2.86855,2.21064,27.9229,6.91123,7.17146,14.0019,1.15074e+08,5.4925e+08,5.15335e+08,3.9322e+08,396.008,3.88972e+07,1.79277e+07,1.89418e+07,6,0.565224
216,4386.1,-24.7295,0.56,0.578,0.62,0.586,534.576,3012.36,1.54699e+06,516847,1365.77,8.35536e+07,6.87378e+07,5.07643e+07,-3.18034e+07,-2.4891e+07,-1.62153e+07,-2.43032e+07,5.36782,452.705,118.679,5.36782,192.251,24.9406,8.06011,5.36782,12.7895,34.1937,6.11575,4.11338,14.8076,1.4731e+08,4.50532e+08,6.71432e+08,4.23091e+08,318.361,2.06781e+07,2.60579e+07,1.55788e+07,7,0.316134
217,4384.19,-24.8748,0.54,0.55,0.696,0.595333,666.125,698.624,7.33249e+07,2.44421e+07,1369.96,8.43873e+07,1.55817e+08,8.00686e+07,-4.10187e+07,-1.33048e+07,-2.95124e+07,-2.79453e+07,1,241.279,130.305,1,124.195,11.4291,24.1063,1,12.1785,33.9734,13.0844,1,16.0193,9.78115e+07,5.23207e+08,5.27814e+08,3.82944e+08,268.708,2.35064e+07,2.88589e+07,1.74552e+07,7,1
218,4382.28,-24.6644,0.516,0.504,0.624,0.548,1347.38,854.551,4.51543e+07,1.50522e+07,2263.49,3.98671e+07,9.2278e+07,4.40491e+07,-4.0827e+07,-1.17832e+07,-9.42012e+06,-2.06768e+07,1,26.1165,193.753,1,73.623,2.83697,11.0668,1,4.96792,36.0258,14.9389,1,17.3216,4.79152e+07,5.70127e+08,4.11296e+07,2.19724e+08,390.16,1.08846e+07,2.12333e+07,1.07061e+07,6,1
219,4382.28,-24.5798,0.486,0.616,0.658,0.586667,1047.48,578.517,8.70036e+06,2.90066e+06,2252.53,3.70861e+07,4.05843e+08,1.47644e+08,-3.6461e+07,-1.59235e+07,-9.658e+06,-2.06808e+07,1,299.061,119,1,139.687,5.72685,26.3043,1,11.0104,33.395,9.70068,1,14.6986,1.49302e+08,4.33331e+08,7.38502e+08,4.40378e+08,448.013,1.11927e+07,8.63546e+07,3.25159e+07,5,1
220,4380.37,-24.7091,0.5,0.506,0.634,0.546667,952.297,536.454,1.1242e+08,3.74739e+07,76447.5,1.56265e+07,1.84996e+08,6.68996e+07,-5.59943e+07,-1.06241e+07,-1.75245e+07,-2.80476e+07,1,273.998,119,1,131.333,5.71517,20.3143,1,9.00982,29.3997,20.3024,1,16.9007,1.29075e+08,5.98442e+08,1.0245e+09,5.84006e+08,4315.46,4.4338e+06,4.83319e+07,1.759e+07,6,1
221,4378.46,-24.8446,0.56,0.518,0.622,0.566667,850.165,1019.37,1.07988e+08,3.59967e+07,2377.66,1.8162e+06,4.43235e+08,1.48351e+08,-6.60131e+07,-7.91075e+06,-1.68602e+07,-3.02614e+07,1,320.161,121.891,1,147.684,6.76719,8.19705,1,5.32142,25.1036,31.9914,1,19.365,9.32456e+07,4.46832e+08,8.547e+08,4.64926e+08,534.96,307053,1.4597e+08,4.87591e+07,10,1
222,4378.46,-24.9876,0.474,0.552,0.58,0.535333,1397.63,730.478,2.54047e+07,8.46896e+06,2852.56,3.03459e+08,4.4805e+08,2.50504e+08,-5.81252e+07,-1.20779e+07,-8.86802e+06,-2.6357e+07,21.1565,30.151,133.812,21.1565,61.7065,1.44859,17.8465,21.1565,13.4839,31.0082,18.355,5.73862,18.3673,9.08144e+07,2.20171e+08,4.43904e+08,2.5163e+08,555.901,1.16823e+08,1.23619e+08,8.01477e+07,8,0.0723863
223,4376.55,-24.8531,0.512,0.536,0.67,0.572667,1390.3,414.803,7.89342e+07,2.6312e+07,2968.36,1.57894e+07,9.26197e+08,3.13996e+08,-6.4943e+07,-8.02784e+06,-1.11728e+07,-2.80479e+07,1,121.978,119.209,1,80.7288,2.01739,47.4029,1,16.8068,28.3408,37.3035,1,22.2148,8.52181e+07,1.90324e+08,3.58079e+08,2.11207e+08,584.971,2.99395e+06,3.35984e+08,1.12993e+08,11,1
224,4374.64,-25.0214,0.54,0.438,0.668,0.548667,542.075,989.825,5.13862e+07,1.71292e+07,1682.48,1.48851e+08,1.37564e+08,9.54722e+07,-6.47313e+07,-1.35349e+07,-9.15578e+06,-2.91406e+07,1,461.349,121.435,1,194.595,20.9467,23.5592,1,15.1686,37.6607,9.42295,1,16.0279,8.47214e+07,4.8682e+08,1.21967e+09,5.9707e+08,418.955,4.71376e+07,3.95115e+07,2.88832e+07,5,1
225,4374.64,-24.984,0.522,0.544,0.562,0.542667,730.791,585.348,7.29739e+07,2.43251e+07,2111,1.35108e+08,1.76844e+08,1.03985e+08,-6.74528e+07,-1.58348e+07,-7.55617e+06,-3.02813e+07,1,164.198,347.181,1,170.793,14.4902,29.0751,1,14.8551,33.5196,13.602,1,16.0405,8.23543e+07,3.30438e+08,1.99597e+08,2.0413e+08,525.902,4.52387e+07,4.95709e+07,3.16034e+07,8,1
226,4372.73,-25.0624,0.532,0.628,0.61,0.59,631.747,1010.09,8.63287e+06,2.87817e+06,2066.03,2.43122e+08,9.91364e+07,1.14087e+08,-7.2911e+07,-1.76261e+07,-8.56296e+06,-3.30334e+07,11.1005,407.303,143.191,11.1005,187.198,17.9822,5.12192,11.1005,11.4015,29.3495,10.8476,5.56655,15.2546,9.37488e+07,2.96948e+08,6.17055e+08,3.35917e+08,522.29,7.89286e+07,3.4452e+07,3.77937e+07,8,0.246204
227,4370.82,-25.233,0.576,0.484,0.686,0.582,657.511,757.465,6.17831e+06,2.05991e+06,2072.68,1.9997e+08,1.5326e+08,1.17744e+08,-9.46103e+07,-9.68891e+06,-1.86287e+07,-4.0976e+07,1.02929,442.893,260.399,1.02929,234.774,18.0014,6.03442,1.02929,8.35504,29.054,13.5312,4.67627,15.7538,1.41351e+08,7.96219e+08,1.26713e+09,7.34898e+08,495.933,7.28293e+07,5.48019e+07,4.25439e+07,9,0.985564
